data_dir,out_dir,n_in,n_exact_removed,n_near_removed,n_out,seed,strip_punct,normalize_digits,near_enabled,h_thresh,band_bits,shingle_k,orig_overlap_train_val,orig_overlap_train_test,orig_overlap_val_test,dedup_overlap_train_val,dedup_overlap_train_test,dedup_overlap_val_test
dataset/telegram_spam_ham/processed,dataset/telegram_spam_ham/dedup/processed,20348,20,340,19988,0,0,0,1,3,16,3,2,0,0,0,0,0
