model,clean_f1_clean_train,clean_f1_eat_train,clean_diff,obf_robustness_gain,para_robustness_gain
spamassassin_dedup_tfidf_word_lr,0.47232472324723246,0.5519287833827893,0.07960406013555682,0.2901362105907561,0.07529432437181521
spamassassin_dedup_tfidf_char_svm,0.4548736462093863,0.46153846153846156,0.006664815329075258,0.17382138245447598,0.0012667046678066507
