dataset,model,attack,n_samples,success_rate,f1_clean,f1_attacked,delta_f1,notes
spamassassin,spamassassin_tfidf_word_lr.joblib,deepwordbug,200,0.14,0.1508,0.0101,-0.1407,textattack
