model,sms_in_domain_f1,spam_in_domain_f1,sms_to_spam_f1,spam_to_sms_f1
tfidf_word_lr,0.920863309352518,0.1164725457570715,0.1348314606741573,0.2840236686390532
tfidf_char_svm,0.9726027397260274,0.0931780366056572,0.4618181818181818,0.2235649546827794
minilm_lr,0.9517241379310344,0.3163097199341021,0.154727793696275,0.1346153846153846
