model,clean_f1_clean_train,clean_f1_eat_train,clean_diff,obf_robustness_gain,para_robustness_gain
sms_dedup_tfidf_word_lr,0.8928571428571429,0.9401709401709402,0.04731379731379726,0.11029411764705888,0.04026954615571965
sms_dedup_tfidf_char_svm,0.9836065573770492,0.9836065573770492,0.0,0.035035671399307744,0.0
