attack,dataset,model,defense,f1_clean,f1_attacked,delta_f1
paraphrase_like,spamassassin,spamassassin_tfidf_char_svm.joblib,normalize,0.13490725126475547,0.13490725126475547,0.0
prompt_injection,spamassassin,spamassassin_tfidf_char_svm.joblib,normalize,0.13490725126475547,0.1054481546572935,-0.029459096607461974
clean,spamassassin,spamassassin_tfidf_char_svm.joblib,none,0.09317803660565724,0.09317803660565724,0.0
obfuscate,spamassassin,spamassassin_tfidf_char_svm.joblib,none,0.09317803660565724,0.07796610169491526,-0.015211934910741978
paraphrase_like,spamassassin,spamassassin_tfidf_char_svm.joblib,none,0.09317803660565724,0.09333333333333334,0.00015529672767609914
prompt_injection,spamassassin,spamassassin_tfidf_char_svm.joblib,none,0.09317803660565724,0.077834179357022,-0.01534385724863524
clean,spamassassin,spamassassin_tfidf_word_lr.joblib,normalize,0.13598673300165837,0.13598673300165837,0.0
obfuscate,spamassassin,spamassassin_tfidf_word_lr.joblib,normalize,0.13598673300165837,0.13490725126475547,-0.001079481736902893
paraphrase_like,spamassassin,spamassassin_tfidf_word_lr.joblib,normalize,0.13598673300165837,0.13333333333333333,-0.002653399668325035
prompt_injection,spamassassin,spamassassin_tfidf_word_lr.joblib,normalize,0.13598673300165837,0.12353923205342238,-0.01244750094823599
clean,spamassassin,spamassassin_tfidf_word_lr.joblib,none,0.11647254575707154,0.11647254575707154,0.0
obfuscate,spamassassin,spamassassin_tfidf_word_lr.joblib,none,0.11647254575707154,0.10921501706484642,-0.007257528692225124
paraphrase_like,spamassassin,spamassassin_tfidf_word_lr.joblib,none,0.11647254575707154,0.11352253756260434,-0.0029500081944671963
prompt_injection,spamassassin,spamassassin_tfidf_word_lr.joblib,none,0.11647254575707154,0.10720268006700168,-0.009269865690069864
clean,spamassassin,tfidf_char_svm.joblib,normalize,0.3062645011600928,0.3062645011600928,0.0
obfuscate,spamassassin,tfidf_char_svm.joblib,normalize,0.3062645011600928,0.233502538071066,-0.0727619630890268
paraphrase_like,spamassassin,tfidf_char_svm.joblib,normalize,0.3062645011600928,0.3004694835680751,-0.0057950175920176705
prompt_injection,spamassassin,tfidf_char_svm.joblib,normalize,0.3062645011600928,0.38445807770961143,0.07819357654951864
clean,spamassassin,tfidf_char_svm.joblib,none,0.4618181818181818,0.4618181818181818,0.0
obfuscate,spamassassin,tfidf_char_svm.joblib,none,0.4618181818181818,0.41064638783269963,-0.05117179398548216
paraphrase_like,spamassassin,tfidf_char_svm.joblib,none,0.4618181818181818,0.4570383912248629,-0.0047797905933189
prompt_injection,spamassassin,tfidf_char_svm.joblib,none,0.4618181818181818,0.5254515599343186,0.06363337811613679
clean,spamassassin,tfidf_llm_lr.joblib,normalize,0.13714285714285715,0.13714285714285715,0.0
obfuscate,spamassassin,tfidf_llm_lr.joblib,normalize,0.13714285714285715,0.12316715542521994,-0.013975701717637207
paraphrase_like,spamassassin,tfidf_llm_lr.joblib,normalize,0.13714285714285715,0.12138728323699421,-0.015755573905862935
prompt_injection,spamassassin,tfidf_llm_lr.joblib,normalize,0.13714285714285715,0.12209302325581395,-0.015049833887043201
clean,spamassassin,tfidf_llm_lr.joblib,none,0.13031161473087818,0.13031161473087818,0.0
obfuscate,spamassassin,tfidf_llm_lr.joblib,none,0.13031161473087818,0.13333333333333333,0.003021718602455148
paraphrase_like,spamassassin,tfidf_llm_lr.joblib,none,0.13031161473087818,0.12,-0.010311614730878188
prompt_injection,spamassassin,tfidf_llm_lr.joblib,none,0.13031161473087818,0.12034383954154727,-0.00996777518933091
clean,spamassassin,tfidf_word_lr.joblib,normalize,0.14647887323943662,0.14647887323943662,0.0
obfuscate,spamassassin,tfidf_word_lr.joblib,normalize,0.14647887323943662,0.1282798833819242,-0.01819898985751242
paraphrase_like,spamassassin,tfidf_word_lr.joblib,normalize,0.14647887323943662,0.13105413105413105,-0.015424742185305568
prompt_injection,spamassassin,tfidf_word_lr.joblib,normalize,0.14647887323943662,0.13714285714285715,-0.00933601609657947
clean,spamassassin,tfidf_word_lr.joblib,none,0.1348314606741573,0.1348314606741573,0.0
obfuscate,spamassassin,tfidf_word_lr.joblib,none,0.1348314606741573,0.13675213675213677,0.0019206760779794663
paraphrase_like,spamassassin,tfidf_word_lr.joblib,none,0.1348314606741573,0.12429378531073447,-0.01053767536342283
prompt_injection,spamassassin,tfidf_word_lr.joblib,none,0.1348314606741573,0.12464589235127478,-0.010185568322882518
